ï»¿Locality,References,log fO2 (dFMQ),log fO2 (dFMQ)_1std,Analysis,Method,Remarks 1,U-Pb Age,Ti-in-zirc Temp C,P,Ti,Y,Nb,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,log fO2 (dFMQ).1,log fO2 (dFMQ)_1std.1,Th/U
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S01.1C,SHRIMP-RG,Core,,,7.392031567514591,2.4159137783010487,8.846928500099018,2.5572273113676265,9.05998249038762,7.734121303328305,7.406103381237015,-2.659260036932778,4.544358046591334,-1.3187126773527247,1.7749523509116738,2.6340447877917144,1.704929893893321,4.9344739331306915,5.598421958998375,3.8979240810486444,6.395261598115449,7.168579897264035,5.6937321388027,7.873978379604501,6.238324625039508,0.77,0.1,1.388213851761847
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S01.2R,SHRIMP-RG,Rim,,,5.641907070938114,2.2082744135228043,6.570882962339584,0.47000362924573563,9.132378830506472,4.564348191467836,5.181783550292085,-4.268697949366879,2.33214389523559,-0.7578867778266891,-1.2039728043259361,0.26236426446749106,-0.6597124044737079,2.4849066497880004,3.332204510175204,1.62924053973028,4.1588830833596715,4.941642422609304,3.4657359027997265,5.631211781821365,4.007333185232471,0.77,0.1,0.5393258426966292
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-01.3,SHRIMP-RG,Rim,,,5.598421958998375,1.9021075263969205,6.222576268071369,0.4054651081081644,9.105590780777112,3.713572066704308,4.727387818712341,-7.12374625236546,1.7227665977411035,-1.1353487230812327,-1.6094379124341003,-0.35667494393873245,-1.4784096500276962,2.0014800002101243,2.9496883350525844,1.0647107369924282,3.7376696182833684,4.584967478670572,3.1945831322991562,5.429345628954441,3.871201010907891,0.77,0.1,0.36283185840707965
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S02.1R,SHRIMP-RG,Rim,,,5.720311776607412,1.8718021769015913,6.776506992372183,0.8754687373538999,9.211539652551664,5.111987788356544,5.568344503761097,-4.509860006183766,2.3978952727983707,-1.3140962106133534,-0.6931471805599453,0.2468600779315258,-0.7174398731289899,2.772588722239781,3.5553480614894135,1.791759469228055,4.394449154672439,5.198497031265826,3.6888794541139363,5.834810737062605,4.219507705176107,0.77,0.1,0.6335877862595419
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S02.2C,SHRIMP-RG,Core,0.03,,7.528331766707247,2.6602595372658615,9.020147920801659,2.8622008809294686,8.995412975433313,7.7664168980196555,7.3453648404168685,-1.6398971199188088,4.612145799724517,-1.6498903850643596,2.0918640616783932,2.91235066461494,1.8503427933269523,5.159055299214529,5.811140992976701,4.1713056033582285,6.666956792429207,7.3427791893318455,5.808142489980444,7.928045600874777,6.248042874508429,0.77,0.1,1.5235635894125241
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-02.3,SHRIMP-RG,Rim,,,6.118097198041348,1.62924053973028,6.882437470997847,0.9555114450274363,9.230721263417967,4.418840607796598,5.087596335232384,-4.739505891815467,2.186051276738094,-4.3603976030520375,-0.6931471805599453,0.5709795465857378,-0.9263410677276565,2.797281334830153,3.597312260588446,1.824549292051046,4.406719247264253,5.1647859739235145,3.681351187693145,5.924255797414532,4.290459441148391,0.77,0.1,0.5123456790123457
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S03.1SZR,SHRIMP-RG,Rim SZ,,,6.313548046277095,1.4586150226995167,6.709304340258298,0.6418538861723947,9.235032984566555,4.23410650459726,5.111987788356544,-3.4420193761824103,1.8562979903656263,-1.1234246406267943,-1.2039728043259361,0.02955880224154443,-1.1744140020843916,2.6390573296152584,3.4339872044851463,1.6863989535702288,4.290459441148391,5.117993812416755,3.6888794541139363,5.87493073085203,4.290459441148391,0.77,0.1,0.41566265060240964
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S03.2SZR,SHRIMP-RG,Rim SZ,,,6.349138991379798,1.5040773967762742,6.690842277418564,0.3364722366212129,9.243097936214355,4.204692619390966,5.081404364984463,-3.29960794510819,1.9021075263969205,-3.399034450946224,-1.6094379124341003,-0.020202707317519466,-1.6044503709230613,2.3978952727983707,3.4011973816621555,1.547562508716013,4.219507705176107,5.093750200806762,3.6635616461296463,5.8805329864007,4.290459441148391,0.77,0.1,0.4161490683229814
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S04.1R,SHRIMP-RG,Rim,,,5.58724865840025,2.1162555148025524,6.71174039505618,0.8329091229351039,9.106312301552135,3.912023005428146,4.859812404361672,-5.115995809754082,2.0541237336955462,-1.4937789289933308,-0.916290731874155,0.11332868530700327,-0.7830718880879323,2.6390573296152584,3.4657359027997265,1.6486586255873816,4.276666119016055,5.111987788356544,3.713572066704308,5.8888779583328805,4.356708826689592,0.77,0.1,0.3875968992248062
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S04.2I,SHRIMP-RG,Interior,,,5.963579343618446,1.4586150226995167,7.787796878181171,1.1631508098056809,9.245707515813473,6.198478716492308,6.3784261836515865,-4.710530701645918,3.0726933146901194,-1.636515496109527,0.8754687373538999,1.7209792871670078,0.11422114409002286,4.02535169073515,4.6443908991413725,3.0492730404820207,5.537334267018537,6.22455842927536,4.736198448394496,6.907755278982137,5.278114659230517,0.77,0.1,0.8353140916808149
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S04.3C,SHRIMP-RG,Core,,,5.438079308923196,1.6094379124341003,7.326465613840322,0.5877866649021191,9.208037722913508,5.153291594497779,5.480638923341991,-3.863232841258714,2.3702437414678603,-3.0414956676655542,0.26236426446749106,1.1755733298042381,0.04879016416943205,3.4657359027997265,4.1588830833596715,2.509599262378372,4.969813299576001,5.676753802268282,4.1588830833596715,6.345636360828596,4.663439094112067,0.77,0.1,0.7208333333333333
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S05.1C,SHRIMP-RG,Core,,,7.404887575616125,1.8562979903656263,8.786914938491025,3.6712245188752153,9.285633356011614,8.675563527387679,8.231642179973411,-3.2441936328524905,5.163642463221435,-2.1963250635208,1.308332819650179,2.551006451492524,0.4173936789734382,4.941642422609304,5.53338948872752,3.9454577815143836,6.415096959171596,7.071573364211532,5.537334267018537,7.627057417018934,5.937536205082426,0.77,0.1,1.5588078765300692
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S05.2R,SHRIMP-RG,Rim,,,5.634789603169249,2.0014800002101243,6.839476438228843,1.1314021114911006,9.161675199994901,4.143134726391533,5.075173815233827,-4.710530701645918,2.186051276738094,-2.579799342729499,-0.916290731874155,0.17395330712343798,-0.789658080940789,2.70805020110221,3.5553480614894135,1.7578579175523736,4.343805421853684,5.267858159063328,3.828641396489095,6.056784013228625,4.454347296253507,0.77,0.1,0.39375
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S06.2SZR,SHRIMP-RG,Rim SZ,,,6.150602768446279,2.451005098112319,7.293697720601438,1.410986973710262,9.123256265069069,6.361302477572996,6.144185634125646,-5.115995809754082,2.9496883350525844,-0.9368131984603656,-0.2231435513142097,0.9001613499442714,-0.029428810690812168,3.332204510175204,4.07753744390572,2.4159137783010487,4.955827057601261,5.652489180268651,4.0943445622221,6.2166061010848646,4.532599493153256,0.77,0.1,1.242489270386266
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-06.3,SHRIMP-RG,Interior,,,6.12029741895095,2.468099531471619,7.5740450053721995,1.667706820558076,9.118817013106378,5.220355825078324,5.641907070938114,-4.2890991899698285,2.8678989020441064,-1.5628756463383424,0.09531017980432493,1.007957920399979,0.09712671073072282,3.535145354171894,4.318820558770089,2.5416019934645457,5.10594547390058,5.929589143389895,4.417635062141249,6.61338421837956,4.976733742420574,0.77,0.1,0.6560283687943262
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S07.1C,SHRIMP-RG,Core,,,5.697093486505405,1.9600947840472698,6.915723448631314,1.1314021114911006,9.135185698375423,4.605170185988092,5.272999558563747,-3.611918412977808,2.4159137783010487,-2.699804704157543,-0.6931471805599453,0.3148107398400336,-0.6891551592904078,2.772588722239781,3.6888794541139363,1.8718021769015913,4.477336814478207,5.2832037287379885,3.8501476017100584,6.059123195581797,4.499809670330265,0.77,0.1,0.5128205128205128
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S07.2DZ,SHRIMP-RG,Core,,,6.18826412308259,1.4816045409242156,7.879291485082271,1.33500106673234,9.289151552400472,6.236369590203704,6.3835066348840055,-3.912023005428146,3.4372078191851885,-0.15156615921321048,0.8754687373538999,1.7457155307266483,-0.06187540371808753,3.9318256327243257,4.6443908991413725,3.0155349008501706,5.5134287461649825,6.222576268071369,4.6913478822291435,6.841615476477592,5.153291594497779,0.77,0.1,0.8631756756756757
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S07.3R,SHRIMP-RG,Rim,,,5.616771097666572,1.9021075263969205,6.80903930604298,0.9555114450274363,9.18142636181154,4.51085950651685,5.176149732573829,-4.8283137373023015,2.388762789235098,-1.412619274074744,-0.916290731874155,0.23901690047049992,-0.8651224452997557,2.70805020110221,3.58351893845611,1.791759469228055,4.330733340286331,5.181783550292085,3.7376696182833684,5.926926025970411,4.343805421853684,0.77,0.1,0.5141242937853108
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S08.1SZR,SHRIMP-RG,Rim SZ,,,5.655991810819852,2.272125885509337,6.78332520060396,0.8754687373538999,9.085570485020233,4.3694478524670215,4.9344739331306915,-5.115995809754082,2.163323025660538,-1.9165141755973412,-1.2039728043259361,0.12221763272424911,-0.6106459590482015,2.70805020110221,3.5263605246161616,1.7404661748405046,4.3694478524670215,5.1647859739235145,3.6888794541139363,5.857933154483459,4.219507705176107,0.77,0.1,0.5683453237410072
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S08.2SZR,SHRIMP-RG,Rim SZ,,,6.210600077024653,2.0541237336955462,6.637258031284457,0.3364722366212129,9.080801000621198,3.713572066704308,4.465908118654584,-3.912023005428146,1.5686159179138452,-2.63304231562894,-1.2039728043259361,0.14842000511827322,-0.5656338602609858,2.70805020110221,3.4011973816621555,1.667706820558076,4.248495242049359,5.0369526024136295,3.58351893845611,5.723585101952381,4.127134385045092,0.77,0.1,0.47126436781609193
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S08.3SZR,SHRIMP-RG,Rim SZ,,,5.648974238161206,1.9021075263969205,7.5251007461258,0.5306282510621704,9.13852208418571,5.0238805208462765,5.3230099791384085,-3.912023005428146,2.4069451083182885,0.5099869108681152,0.6931471805599453,1.5282278570085572,0.4953058121079539,3.8066624897703196,4.343805421853684,2.766319109226186,5.241747015059643,5.8664680569332965,4.31748811353631,6.421622267806518,4.7535901911063645,0.77,0.1,0.7414634146341463
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-08.4,SHRIMP-RG,Interior,,,5.480638923341991,1.252762968495368,6.734591659972948,1.3862943611198906,9.225485109302635,4.532599493153256,5.313205979041787,-5.9324748914909815,2.0541237336955462,-2.3572573080018597,-0.916290731874155,0.11332868530700327,-1.439695137847006,2.747270914255491,3.543853682063679,1.7578579175523736,4.430816798843313,5.135798437050262,3.6712245188752153,5.849324779946859,4.1588830833596715,0.77,0.1,0.458128078817734
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S09.1R,SHRIMP-RG,Rim,,,5.594711379601839,1.7227665977411035,6.731018100482083,0.9932517730102834,9.228278517107196,4.442651256490317,5.187385805840755,-5.809142990314028,2.3513752571634776,-1.3384292162532834,-1.2039728043259361,0.08617769624105241,-1.1744140020843916,2.6390573296152584,3.4965075614664802,1.7047480922384253,4.2626798770413155,5.1298987149230735,3.6635616461296463,5.905361848054571,4.31748811353631,0.77,0.1,0.4748603351955307
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S10.1R,SHRIMP-RG,Rim,,,5.666426688112432,1.9878743481543455,6.677083461247136,0.6418538861723947,9.169726689090886,4.787491742782046,5.332718793265369,-4.268697949366879,2.2925347571405443,-1.204442444997047,-0.6931471805599453,0.26236426446749106,-0.8416471888783893,2.70805020110221,3.4657359027997265,1.7227665977411035,4.31748811353631,5.0689042022202315,3.58351893845611,5.726847747587197,4.0943445622221,0.77,0.1,0.5797101449275363
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S11.1C,SHRIMP-RG,Interior,,,7.323170717943469,2.4069451083182885,8.700514248543275,2.4159137783010487,9.05193063522854,7.200424892944957,6.899723107284872,-3.3524072174927233,4.2017030805426,-3.086305696641765,1.5260563034950492,2.4458192610799534,1.5916811908448414,4.74493212836325,5.389071729816501,3.6712245188752153,6.194405391104672,6.961296045910167,5.429345628954441,7.631916513071252,5.942799375126701,0.77,0.1,1.3508064516129032
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S11.2R,SHRIMP-RG,Rim,,,5.765191102784844,2.0149030205422647,6.684611727667927,0.8329091229351039,9.190341725469493,4.990432586778736,5.476463551931511,-4.509860006183766,2.3978952727983707,-3.3607174003291647,-0.916290731874155,0.3074846997479607,-0.731888008876376,2.70805020110221,3.5553480614894135,1.7749523509116738,4.356708826689592,5.093750200806762,3.6375861597263857,5.777652323222656,4.174387269895637,0.77,0.1,0.6150627615062761
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S12.1R,SHRIMP-RG,Rim,,,5.6240175061873385,2.0918640616783932,6.548219102762372,0.5306282510621704,9.126415137038421,4.430816798843313,5.10594547390058,-3.9633162998156966,2.2512917986064953,-0.2621262497689332,-0.916290731874155,0.12221763272424911,-0.789658080940789,2.4849066497880004,3.367295829986474,1.589235205116581,4.127134385045092,4.912654885736052,3.4657359027997265,5.638354669333745,4.04305126783455,0.77,0.1,0.509090909090909
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-12.2,SHRIMP-RG,Interior,0.09,,6.71174039505618,2.4159137783010487,8.065265208897733,1.4350845252893227,8.966445493492344,5.82600010738045,5.793013608384144,-2.3025850929940455,3.139832617527748,-2.026208018932953,0.9932517730102834,1.8855533485144158,1.1252542196145308,4.223909766576744,4.8543712716215905,3.246490991901174,5.726847747587197,6.395261598115449,4.927253685157205,7.124478262493424,5.476463551931511,0.77,0.1,1.0335365853658536
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S13.1SZR,SHRIMP-RG,Rim SZ,,,5.720311776607412,1.8870696490323797,6.960347729101308,1.308332819650179,9.199481628641307,4.762173934797756,5.4116460518550396,-3.9633162998156966,2.4932054526026954,-0.4610879039387299,-0.916290731874155,0.3987761199573678,-0.5638748448558062,2.833213344056216,3.7612001156935624,1.9459101490553132,4.51085950651685,5.384495062789089,3.912023005428146,6.068425588244111,4.465908118654584,0.77,0.1,0.5223214285714286
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S13.2SZR,SHRIMP-RG,Rim SZ,,,6.375024819828097,1.9600947840472698,6.8308742346461795,0.5306282510621704,9.110188490025742,4.143134726391533,4.9344739331306915,-4.8283137373023015,1.9600947840472698,-1.5313519403744473,-0.916290731874155,0.23111172096338664,-0.8096809968158968,2.70805020110221,3.6109179126442243,1.840549633397487,4.442651256490317,5.241747015059643,3.7612001156935624,5.968707559985366,4.330733340286331,0.77,0.1,0.45323741007194246
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-13.3,SHRIMP-RG,Interior,0.04,,5.921578419643816,2.322387720290225,6.893656354602635,1.0647107369924282,9.080368351549767,5.225746673713202,5.5134287461649825,-7.482617019991064,2.5726122302071057,-3.0283595559267744,-0.5108256237659907,0.6043159668533296,-0.4246479275249383,2.8622008809294686,3.6788291182604347,1.916922612182061,4.5217885770490405,5.303304908059076,3.817712325956905,5.993961427306569,4.343805421853684,0.77,0.1,0.75
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S14.1R,SHRIMP-RG,Rim,,,5.645446897643238,2.388762789235098,6.911747300251674,1.0296194171811581,9.07004328643746,4.060443010546419,4.836281906951478,-4.8283137373023015,2.0541237336955462,-1.0015292689021562,-0.916290731874155,0.12221763272424911,-0.5621189181535413,2.833213344056216,3.713572066704308,1.8870696490323797,4.465908118654584,5.332718793265369,3.8501476017100584,6.013715156042802,4.394449154672439,0.77,0.1,0.4603174603174603
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S14.2C,SHRIMP-RG,Core,0.18,,4.859812404361672,1.7047480922384253,5.8998973535824915,0.47000362924573563,9.189218875354072,3.970291913552122,4.454347296253507,-3.123565645063876,1.3609765531356006,-2.7961688062592676,-1.6094379124341003,-0.19845093872383832,-1.6873994539038122,2.1972245773362196,3.044522437723423,1.3609765531356006,3.8501476017100584,4.564348191467836,3.044522437723423,5.159055299214529,3.4657359027997265,0.77,0.1,0.6162790697674418
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S15.1C,SHRIMP-RG,Core,,,5.905361848054571,1.410986973710262,6.852242569051878,0.3364722366212129,9.117237753713859,5.111987788356544,5.831882477283517,-4.268697949366879,2.0541237336955462,-1.303778075549829,-0.916290731874155,0.08617769624105241,-0.7743572359854884,2.4849066497880004,3.5553480614894135,1.667706820558076,4.204692619390966,5.209486152841421,3.871201010907891,6.139884552226255,4.574710978503383,0.77,0.1,0.4868035190615836
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S15.2DZ,SHRIMP-RG,Interior,,,6.037870919922137,2.2082744135228043,7.559038255443384,1.62924053973028,9.09750756370184,7.489412083508719,7.294377299288821,-3.3813947543659757,3.6584202466292277,-2.024184324712112,0.5306282510621704,1.5518087995974639,0.532978428407124,3.6635616461296463,4.276666119016055,2.6390573296152584,5.099866427824199,5.886104031450156,4.454347296253507,6.694562058521095,5.0689042022202315,0.77,0.1,1.2153532608695652
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S15.3R,SHRIMP-RG,Rim,,,5.926926025970411,1.2237754316221157,7.036148493750536,1.5260563034950492,9.371523409567573,5.840641657373398,6.263398262591624,-4.268697949366879,2.995732273553991,-2.8360137847625273,-0.6931471805599453,0.3074846997479607,-1.439695137847006,2.9444389791664403,3.784189633918261,2.0149030205422647,4.59511985013459,5.375278407684165,3.9512437185814275,6.111467339502679,4.465908118654584,0.77,0.1,0.6552380952380953
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S16.1C,SHRIMP-RG,Core,,,5.673323267171493,1.33500106673234,6.673297967767654,1.1314021114911006,9.405495886750224,4.77912349311153,5.501258210544727,-4.074541934925921,2.5257286443082556,-2.4813496199150817,-1.2039728043259361,0.058268908123975824,-1.5945492999403497,2.3978952727983707,3.4657359027997265,1.6486586255873816,4.276666119016055,5.135798437050262,3.6888794541139363,5.87493073085203,4.276666119016055,0.77,0.1,0.4857142857142857
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S16.2DZ,SHRIMP-RG,Interior,,,6.333279628139691,1.7578579175523736,7.4999765409521215,2.2300144001592104,9.312355297382913,6.871091294610546,6.7357800142423265,-5.115995809754082,3.594568774642695,-0.5040405837705719,-0.2231435513142097,1.0188473201992472,-0.4877603508349946,3.5263605246161616,4.23410650459726,2.5952547069568657,5.123963979403259,5.808142489980444,4.290459441148391,6.47543271670409,4.795790545596741,0.77,0.1,1.144893111638955
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S16.3R,SHRIMP-RG,Rim,,,5.517452896464707,1.4816045409242156,6.659293919683638,0.8754687373538999,9.312896960301275,5.262690188904886,5.662960480135946,-3.912023005428146,2.6390573296152584,-1.8666158302215106,-1.2039728043259361,0.009950330853168092,-1.2946271725940668,2.6390573296152584,3.4965075614664802,1.6863989535702288,4.2626798770413155,5.0689042022202315,3.58351893845611,5.75890177387728,4.1588830833596715,0.77,0.1,0.6701388888888888
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S17.1DC,SHRIMP-RG,Core,,,7.454141078146678,2.4159137783010487,9.130647603066935,3.068052935133617,9.157572306437528,8.026823576217629,7.488293515159428,-1.870802676568508,5.0401940963378005,-3.1627803047488863,2.4159137783010487,3.2665224783355535,1.5221355840313038,5.4116460518550396,5.877735781779639,4.350277936359301,6.763884908562435,7.329749689041512,5.7745515455444085,7.876258882303226,6.161207321695077,0.77,0.1,1.7134862898712926
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S17.2R,SHRIMP-RG,Rim,,,5.707110264748875,1.9459101490553132,6.80128303447162,1.0296194171811581,9.183791036742646,4.174387269895637,5.030437921392435,-4.509860006183766,2.174751721484161,-2.2597634781129843,-1.2039728043259361,0.08617769624105241,-0.9623346703755619,2.6390573296152584,3.5553480614894135,1.667706820558076,4.290459441148391,5.181783550292085,3.7376696182833684,5.998936561946683,4.430816798843313,0.77,0.1,0.42483660130718953
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S18.1R,SHRIMP-RG,Rim,,,5.4510384535657,2.0918640616783932,6.349138991379798,0.7419373447293773,9.165761328578215,4.23410650459726,4.844187086458591,-4.135166556742356,1.9878743481543455,-2.1815488355235546,-1.2039728043259361,-0.08338160893905101,-1.3019532126861397,2.1972245773362196,3.1354942159291497,1.3609765531356006,3.9318256327243257,4.718498871295094,3.258096538021482,5.41610040220442,3.8066624897703196,0.77,0.1,0.5433070866141733
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-18.3,SHRIMP-RG,Rim,,,5.58724865840025,1.8718021769015913,7.389563953677635,0.9932517730102834,9.163196352167365,4.897839799950911,5.225746673713202,-2.0616962614224743,2.322387720290225,-3.6489212644414906,0.47000362924573563,1.3110318766193438,0.24998020526776946,3.591817741270805,4.185098925490565,2.5726122302071057,5.087596335232384,5.726847747587197,4.210645017918261,6.3473892096560105,4.663439094112067,0.77,0.1,0.7204301075268817
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S19.1R,SHRIMP-RG,Rim,,,5.87493073085203,2.1162555148025524,6.914730892718563,0.9932517730102834,9.181117513299279,5.41610040220442,5.707110264748875,-5.298317366548036,2.6461747973841225,-2.240638026374917,-0.5108256237659907,0.4574248470388755,-0.4307829160924542,2.833213344056216,3.6888794541139363,1.9315214116032138,4.5217885770490405,5.278114659230517,3.784189633918261,5.932245187448011,4.290459441148391,0.77,0.1,0.7475083056478405
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S19.2SZC,SHRIMP-RG,Interior,,,5.983936280687191,2.0149030205422647,6.476972362889683,0.5877866649021191,9.130322663990151,4.007333185232471,4.770684624465665,-3.270169119255751,1.916922612182061,-2.6481550103261533,-1.2039728043259361,-0.15082288973458366,-1.258781040820931,2.302585092994046,3.258096538021482,1.4816045409242156,4.0943445622221,4.927253685157205,3.4965075614664802,5.683579767338681,4.110873864173311,0.77,0.1,0.4661016949152542
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S19.3SZC,SHRIMP-RG,Interior,,,5.823045895483019,2.379546134130174,6.981934677156389,1.1631508098056809,9.113499020526627,4.812184355372417,5.308267697401205,-3.863232841258714,2.5649493574615367,-2.012171148062283,-0.5108256237659907,0.5596157879354227,-0.363843433417345,2.833213344056216,3.7612001156935624,1.9459101490553132,4.532599493153256,5.3471075307174685,3.871201010907891,6.035481432524756,4.454347296253507,0.77,0.1,0.6089108910891089
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S20.1R,SHRIMP-RG,Rim,,,5.726847747587197,2.0412203288596382,6.844815479208263,1.0296194171811581,9.125544720271467,4.812184355372417,5.25227342804663,-3.7297014486341915,2.4932054526026954,-2.4800108458781405,-0.5108256237659907,0.3987761199573678,-0.53785429615391,2.772588722239781,3.6109179126442243,1.916922612182061,4.465908118654584,5.19295685089021,3.713572066704308,5.863631175598097,4.174387269895637,0.77,0.1,0.643979057591623
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-20.2,SHRIMP-RG,Rim,,,6.222576268071369,1.7404661748405046,6.612041034833092,0.5877866649021191,9.11280471763942,3.828641396489095,4.624972813284271,0.07152632796151837,1.7047480922384253,-2.1015551224896667,-1.2039728043259361,-0.11653381625595151,-0.9755100915341263,2.4595888418037104,3.332204510175204,1.547562508716013,4.127134385045092,4.9344739331306915,3.493472657771326,5.71042701737487,4.0943445622221,0.77,0.1,0.45098039215686275
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S21.1R,SHRIMP-RG,Rim,,,5.783825182329737,2.066862759472976,6.784457062637643,0.9162907318741551,9.182249491809657,4.990432586778736,5.459585514144159,-3.7722610630529876,2.451005098112319,-1.1435444933324932,-0.6931471805599453,0.4252677354043441,-0.5727010274840783,2.772588722239781,3.6375861597263857,1.8870696490323797,4.418840607796598,5.187385805840755,3.6888794541139363,5.860786223465865,4.248495242049359,0.77,0.1,0.625531914893617
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S22.1SZC,SHRIMP-RG,Interior SZ,,,5.4510384535657,2.066862759472976,7.206377291472252,0.1823215567939546,9.15472194821317,4.727387818712341,4.969813299576001,-3.3813947543659757,2.2823823856765264,-2.197955567419696,0.3364722366212129,1.2781522025001875,0.25464221837358075,3.4657359027997265,4.02535169073515,2.4336133554004498,4.927253685157205,5.54907608489522,4.007333185232471,6.09807428216624,4.454347296253507,0.77,0.1,0.7847222222222222
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S22.2SZC,SHRIMP-RG,Interior SZ,,,6.073044534100405,2.0014800002101243,6.517671272912275,0.26236426446749106,9.135724578595394,3.6635616461296463,4.477336814478207,-5.809142990314028,1.667706820558076,-2.858233871279728,-1.2039728043259361,-0.23572233352106983,-0.8989420935395421,2.302585092994046,3.258096538021482,1.4816045409242156,4.07753744390572,4.890349128221754,3.4339872044851463,5.616771097666572,4.04305126783455,0.77,0.1,0.4431818181818182
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S22.3R,SHRIMP-RG,Rim,,,5.62040086571715,1.9459101490553132,6.747586526829315,1.0296194171811581,9.152287440527566,3.9512437185814275,4.852030263919617,-5.809142990314028,1.9878743481543455,-2.7761130975609953,-1.2039728043259361,0.01980262729617973,-0.8324092478934529,2.70805020110221,3.5263605246161616,1.6863989535702288,4.276666119016055,5.159055299214529,3.6888794541139363,5.8998973535824915,4.30406509320417,0.77,0.1,0.40625
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S23.1R,SHRIMP-RG,Rim,,,5.6131281063880705,1.7749523509116738,6.698268054115413,0.9555114450274363,9.255504923930557,4.454347296253507,5.19295685089021,-5.809142990314028,2.302585092994046,-2.0514218247554474,-1.2039728043259361,0.058268908123975824,-1.2517634681622845,2.4849066497880004,3.4657359027997265,1.6094379124341003,4.248495242049359,5.147494476813453,3.6888794541139363,5.940171252720432,4.3694478524670215,0.77,0.1,0.4777777777777778
