Locality,References,log fO2 (dFMQ),log fO2 (dFMQ)_1std,Analysis,Method,Remarks 1,U-Pb Age,Ti-in-zirc Temp C,P,Ti,Fe,Sr,Sc,Y,Nb,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
Highland Range Volcanics,"Colombini et al., 2011",2.67,0.3,HRL27 High Silica Dacite,SHRIMP-RG,11,16,846,,26.4,,,56,689,3,8041,,,48,43,0.02,34,,1.56,3.07,1.52,21,6.4,61,26,118,25,219,41
"Jiama deposit, Tibet, China","Wang et al., 2014",2.71,0.12,JM11-36_1, Nd-YAG 213 nm LAICPMS,Jiama,17,658,,3.58,,0.94,,960,4.59,12682,1.13,0.8,481,977,0.126,29.51,0.11,1.14,2.3,0.97,15.09,5.32,65.4,28.9,157,40.54,450,87.3
"Jiama deposit, Tibet, China","Wang et al., 2014",2.71,0.12,JM11-36_2, Nd-YAG 213 nm LAICPMS,Jiama,17,659,,3.62,,0.91,,525,3.44,12159,0.98,2.03,1392,1730,0.067,59.54,0.11,1.9,4.22,1.02,18.2,5.07,58.8,20.07,89,19.36,226,44
"Jiama deposit, Tibet, China","Wang et al., 2014",2.71,0.12,JM11-36_4, Nd-YAG 213 nm LAICPMS,Jiama,17,633,,2.52,,0.9,,879,2.71,12491,0.48,1.01,528,1864,0.259,26.38,0.08,0.96,1.99,1.14,12.56,4.65,61.8,26.58,154,41.79,524,120.3
"Jiama deposit, Tibet, China","Wang et al., 2014",2.71,0.12,JM11-36_6, Nd-YAG 213 nm LAICPMS,Jiama,16,650,,3.2,,0.77,,270,1.94,12811,0.41,0.52,222,829,0.081,20.76,0.01,0.69,1.65,0.64,6.25,2,26.6,11.6,56,12.64,158,39.9
"Jiama deposit, Tibet, China","Wang et al., 2014",2.71,0.12,JM11-36_8, Nd-YAG 213 nm LAICPMS,Jiama,16,623,,2.17,,0.58,,570,2.27,10964,0.59,0.76,502,1712,0.082,33.65,0.04,0.64,1.28,0.58,9.1,3.21,32.8,13.19,77,28.2,315,60.1
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_6,23.04,793.6,58,6.5,,,,679,2.31,11470,,1.178,560,443,,37.9,0.156,3.09,6.45,2.29,25.3,6.71,66.8,22.28,94.7,18.77,157.2,31.33
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_50,14.36,788.8,220,6.2,,,,1422,4.1,8500,,1.41,1177,793,0.65,98.3,0.38,4.41,6.4,2.14,34.8,9.84,116.9,42.15,196.4,40.1,378.7,80.6
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_2,15.13,661.4,134,1.5,,,,475,1.85,11000,,0.88,641,812,0.63,36,0.147,1.86,1.59,0.75,9.43,2.8,33.8,13.71,72.8,16.85,176.4,43.7
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_8,14.87,765.3,342,4.9,,,,557,1.97,8350,,0.769,534,400,0.51,45.1,0.25,2.38,3.54,1.27,16.91,4.51,49.6,18.2,82.6,16.1,161,34.3
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_11,14.23,761.3,105,4.7,,,,577,1.34,10590,,0.71,385,636,0.253,18.9,0.082,0.91,1.19,0.61,8,2.76,33.1,15.4,87.3,22.3,240,64.3
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_40,15.71,754.9,109,4.4,,,,669,1.64,9380,,1.01,475,451,0.187,35.8,0.151,2.11,3.78,1.26,16.9,4.65,54.3,20.33,102,23.1,212,49.6
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_18,14.87,761.3,241,4.7,,,,2250,3.03,7360,,3.6,2860,920,0.136,143,1.53,23.3,34.9,10.1,104,24.6,242,71,290,52,435,84
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_35,16.16,713.5,141,2.8,,,,516,1.45,8400,,0.336,281.4,374,0.13,28.23,0.074,1.22,2.24,0.96,13,3.46,43.2,15.59,81.5,17.56,173.4,40.71
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_1,15.2,745.9,256,4,,,,1150,2.32,8990,,0.66,473,600,0.129,35,0.126,2.21,4.68,1.61,23.8,7,82,34.3,172,37.9,381,87.5
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_46,13.9,692.7,137,2.2,,,,865,4.6,11160,,5.23,3150,2423,0.114,89.9,0.217,3.29,6.14,1.93,25.8,7.05,73.3,25.83,124.6,28.03,295.4,71.9
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_25,15.26,743.5,59,3.9,,,,446,1.51,11030,,0.56,438.2,542,0.103,31.6,0.081,1.09,2.13,0.71,9.94,2.82,35.3,13.17,70.2,16.27,160,39.2
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_43,12.04,630.4,103,1,,,,1148,3.53,10600,,1.88,1693,2171,0.081,71.5,0.085,1.51,2.92,1.13,16.91,5.68,72.4,29.9,164.6,38.6,423,107.3
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_49,15.13,710.3,98,2.7,,,,407,1.09,9920,,0.297,221,324,0.077,21.8,0.064,0.79,1.4,0.48,9.4,2.58,29.9,11.6,60.4,14.2,146.3,35.7
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_23,13.65,847.5,219,10.7,,,,1704,3.69,9060,,2.11,1935,1036,0.048,78.1,0.23,4,8.41,3.32,42.9,12.46,137.1,49,235,48.8,456,101.1
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_14,16.03,799.8,257,6.9,,,,673,0.83,7320,,0.345,253,176.8,0.0437,14.3,0.44,5.81,6.69,3.62,28.6,6.75,64.8,21.9,96.1,19.03,173.3,37.7
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_32,16.35,795.2,140,6.6,,,,628,1.28,8280,,0.43,300,246,0.038,30.4,0.172,2.22,4.88,1.45,19.2,5.24,56.7,20,93,19,175,38.9
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_5,14.68,790.4,80,6.3,,,,557,1.68,8550,,0.327,259,285,0.0351,27.7,0.074,1.16,2.76,1,12.3,3.9,44.9,17.4,85.5,18.6,184,42.8
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_37,16.74,666.5,101,1.6,,,,801,0.88,9380,,0.19,161,248,0.027,22.2,0.094,1.65,3.9,1.5,17.6,5.34,63.4,24,122,26.3,255,58.1
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_38,12.11,680.5,112,1.9,,,,977,2.71,11210,,1.13,940,1630,0.0237,49,0.111,1.65,2.94,0.84,14.1,4.35,59.4,25.1,143.3,35.3,386,100.8
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_27,12.88,688.8,73,2.1,,,,1107,2.75,10580,,1.03,836,1207,0.023,55.9,0.165,2.92,4.81,1.92,23.8,7,80.8,30.9,158,35.2,369,91.9
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_34,15.2,741.1,122,3.8,,,,904,2.64,8660,,0.76,556,613,0.0214,53.9,0.096,1.81,3.42,1.55,18.1,5.32,68.1,27.3,135,29.6,301,69.2
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_17,13.39,743.5,149,3.9,,,,651,2.06,9860,,1.06,754,1162,0.0154,45.3,0.071,1.23,2.35,0.98,12.7,3.99,45.7,18.3,94,21.6,227,56
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_48,15.32,816.8,248,8.1,,,,1266,2.28,7930,,0.9,724,527,0.0151,51.8,0.272,3.92,7.2,2.49,29,9.04,105.4,37.5,177,35.8,347,76
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_30,15,763.3,121,4.8,,,,782,2.7,9640,,0.929,702,809,0.0136,54.7,0.087,1.51,3.17,1.43,18.53,5.47,64,23.7,118.3,26,250,58.3
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_15,14.36,774.9,202,5.4,,,,713,1.48,7860,,0.42,339.4,316.9,0.0132,32.33,0.174,2.94,4.76,1.56,18.6,5.55,61.5,22.04,107,22.31,212.2,48.3
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_3,14.3,796.8,144,6.7,,,,680,1.86,8390,,0.92,730,440,0.0103,46.4,0.137,2.26,3.99,1.58,18.9,5.21,62.6,20.9,102.3,20.8,197,43.1
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_12,12.63,646,75,1.23,,,,461,1.85,11730,,1.07,787,1492,0.0099,26.1,0.033,0.6,0.87,0.66,7.73,2.22,27.1,11.57,69.2,17.3,200,55.1
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_26,15.13,728.1,100,3.3,,,,405.7,1.46,11330,,0.757,523,714,0.0078,30.67,0.0358,0.78,1.47,0.57,7.77,2.2,28.5,11.06,61.2,14.95,158.4,39.7
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_21,14.3,796.8,154,6.7,,,,810,2.17,8850,,0.57,385,408,0.0077,43.6,0.114,1.78,3.59,1.41,17.3,5.48,66,24.4,123.3,25.9,254,57.8
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_41,15.52,730.9,33,3.4,,,,322,1.04,11910,,1.01,269,752,0.0074,22.6,0.069,0.69,1.58,0.76,7.9,2.61,26.7,10.2,50.5,11.2,119,30.2
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_36,16.67,637.5,98,1.1,,,,397.4,0.84,10470,,0.458,173.1,324.9,0.0069,17.19,0.0187,0.5,1.06,0.51,6.63,2.3,26.8,11,61.3,14.85,162.5,43.79
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_47,15.13,644.1,49,1.2,,,,492,1.2,12590,,0.484,369,673,0.0061,17.63,0.042,0.68,1.48,0.55,6.69,2.26,28.9,12.51,76.4,19.45,229,63.2
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_44,14.36,750.5,130,4.2,,,,651,1.75,9860,,1.49,1455,797,0.0059,56.47,0.142,2.25,4.86,1.74,19.4,5.41,59.9,20.46,95.2,19.42,192.8,41.8
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_20,15.32,745.9,118,4,,,,872,3.11,8910,,0.674,480.6,548,0.0049,52.5,0.104,1.33,3.98,1.33,18.4,5.75,70.3,26.33,133.4,29.34,288.7,67.4
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_45,16.61,611.5,76,0.77,,,,588,1.12,11440,,0.671,433,674,0.0042,18.99,0.0653,1,1.8,0.9,10.2,3.09,37.7,16.33,90.7,21.92,252.3,68.2
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_42,15.2,728.1,148,3.3,,,,766.1,2.28,9210,,0.53,400.1,446,0.0039,48.8,0.1,1.46,3.69,1.35,18.5,5.29,67,25.14,119.9,25.79,244.9,54.6
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_16,16.1,757.1,165,4.5,,,,925,2.69,8480,,1.13,901,587,0.003,66.4,0.109,2.2,5.66,1.6,24.1,6.95,79.4,29.42,134.3,28.27,260.8,56.8
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_28,14.17,661.4,58,1.5,,,,404.5,1.85,12570,,0.87,412,1214,0.0023,29.51,0.0333,0.57,0.86,0.39,5.76,1.74,23.4,9.98,63.5,16.85,196.7,53.3
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_10,15.2,725.4,153,3.2,,,,622,1.94,8940,,1.22,875,655,0.0014,50.5,0.112,1.96,3.82,1.45,17.2,4.78,54.4,19.21,91.3,19.34,186.3,41
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_9,15.32,696.4,88,2.3,,,,1032,3.37,9230,,0.87,617,656,0.0008,63.7,0.079,1.65,4.17,1.3,20.3,6.48,79.6,31.6,158.8,33.97,335,73.7
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_39,15.2,736.1,101,3.6,,,,409,1.15,9330,,0.324,180,278,0.0007,20.1,0.036,0.47,1.57,0.69,8.7,2.59,31.3,12.09,60.7,14.7,142.4,34.3
"Jiama deposit, Tibet, China","Lu, Loucks, Fiorentini et al (2016) ",2.71,0.12,JM813-605.2,LA-ICP-MS,JM5_7,17,787.1,247,6.1,,,,572,1.07,7400,,0.254,228,217,,23.6,0.098,1.79,3.37,1.33,16.45,4.57,50.7,17.63,84.6,18.2,172.7,40.8
"Jiru intrusion, Tibet, China","Wang et al., 2014",2.39,0.22,JR11-06_2, Nd-YAG 213 nm LAICPMS,Jiru,16,675,,4.47,,0.83,,1135,3.1,9886,0.71,0.32,147,440,0.032,21.32,0.07,1.63,3.37,1.73,22.33,7.73,83.6,28.88,142,33.25,327,56.7
"Jiru intrusion, Tibet, China","Wang et al., 2014",2.39,0.22,JR11-06_7, Nd-YAG 213 nm LAICPMS,Jiru,16,638,,2.7,,0.71,,583,1.98,10421,0.29,0.35,170,376,0.035,22.34,0.06,1.47,3.57,1.12,14.71,4.3,55.4,20.51,93,19.97,237,49.2
"Jiru intrusion, Tibet, China","Wang et al., 2014",2.39,0.22,JR11-06_8, Nd-YAG 213 nm LAICPMS,Jiru,17,681,,4.83,,0.79,,1070,3.37,9909,0.97,0.9,443,671,0.057,43.68,0.1,2.01,4.21,2.11,28.38,8.75,83.3,25.32,109,26.15,289,43.8
"Jiru intrusion, Tibet, China","Wang et al., 2014",2.39,0.22,JR11-06_9, Nd-YAG 213 nm LAICPMS,Jiru,16,683,,4.95,,1.3,,1584,6.35,9039,1.27,2.12,1392,1237,0.573,120.6,0.3,4.64,9.95,3.87,52.8,15.53,156.4,49.04,226,49.42,442,64.7
"Jiru intrusion, Tibet, China","Wang et al., 2014",2.39,0.22,JR5_4, Nd-YAG 213 nm LAICPMS,Jiru,16,609,,1.79,,1.35,,745,2.35,13960,0.15,0.56,296,475,0.053,33.45,0.09,0.76,1.18,1.06,16.27,3.64,29.9,14.07,103,25.47,206,40.3
"Jiru intrusion, Tibet, China","Wang et al., 2014",2.39,0.22,JR5_5, Nd-YAG 213 nm LAICPMS,Jiru,16,666,,3.99,,0.92,,1955,3.42,7134,0.68,1.19,508,916,0.014,51.73,0.18,4.73,10.45,4.39,46.37,16.72,166.5,48.48,193,54.63,473,69.7
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"ROM-179-1, Monastery Mine",266 nm Nd-YAG LAICPMS,blue,100,,78.6,15,,,,17.3,3.6,11956.5039,4.3,,1.8,8,,0.6,,,,0.12,0.8,,2.2,0.7,2.6,,3,0.5
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"ROM-179-2, Monastery Mine",266 nm Nd-YAG LAICPMS,yellow,100,,71.6,15,,0.1,,49.4,3.2,10769.3333,2.8,,3.6,11,,1,,0.5,0.6,0.32,2.8,,7.1,1.8,6.2,,7.6,1.2
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"ROM-179-3, Monastery Mine",266 nm Nd-YAG LAICPMS,blue,100,,60.5,16,20,0.5,,16.1,2.3,11108.5249,2.2,,1.5,6.5,,0.7,0.06,,0.5,,0.6,,1.7,0.5,1.9,,2.9,0.5
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"kn279(12) 1, Monastery Mine",266 nm Nd-YAG LAICPMS,pink,100,,50.4,34,,0.1,,54,3.1,11871.706,2.5,,3.5,9.6,0.33,0.8,0.04,0.2,0.5,0.39,2.7,,7.2,1.9,6.4,,7.2,1.3
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"kn279(12) 2, Monastery Mine",266 nm Nd-YAG LAICPMS,pink,100,,39.9,29,,,,46.5,2.5,11786.9081,2.1,0.04,3.2,8.2,,0.7,0.01,0.4,0.6,0.39,2.5,,6.3,1.7,5.8,,6.5,1.1
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"kn279(12) 4, Monastery Mine",266 nm Nd-YAG LAICPMS,pink,100,,36.9,23,,0.1,,39.9,2.2,11447.7165,1.8,,2.7,7.1,,0.6,0.01,0.2,0.6,0.33,2.3,,5,1.5,4.9,,5.3,0.9
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M28(8) 1, Monastery Mine",266 nm Nd-YAG LAICPMS,blue,100,,56.6,23,,2.1,,20.6,3.7,13737.2598,2.8,2.5,2,9.1,0.79,1.6,0.67,1.2,0.6,,1.5,,3,1.1,2.6,,3.4,0.9
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M28(8) 2, Monastery Mine",266 nm Nd-YAG LAICPMS,yellowish,100,,49,24,,0.1,,46.7,2.5,11193.3228,2,0.6,3,7.6,0.05,1.4,0.14,0.5,0.7,0.52,3,,6.2,1.8,5.4,,7.1,1.2
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M31-1, Sekameng/",266 nm Nd-YAG LAICPMS,blue,100,,61.7,15,11,0.2,,28.9,2.9,12380.4934,2.9,,2.2,11.1,,0.9,0.53,,0.6,,1,,3.2,0.9,3.3,,4.4,0.7
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M31-2, Butha Buthe",266 nm Nd-YAG LAICPMS,yellowish,100,,78.6,15,,0.2,,38.5,3.8,12719.685,4.2,,3.2,12.7,0.07,1.3,,0.3,0.4,0.34,1.8,,4.3,1.4,4.9,,7.2,1.3
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M30(10) 1, Mothae",266 nm Nd-YAG LAICPMS,blue,100,,47.3,24,,0.2,,44.3,3,12634.8871,2.6,0.6,4.2,10.4,,1.1,,0.4,0.7,0.46,2.9,,6.1,1.6,5.6,,6.3,1.1
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M30(10) 2, Mothae",266 nm Nd-YAG LAICPMS,blue,100,,35.2,22,,0.2,,42.4,3,11702.1102,2.3,,3.7,9.5,0.07,0.8,0.09,0.4,0.6,0.52,2.7,,6,1.6,5.4,,5.8,1.1
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M30(10) 3, Mothae",266 nm Nd-YAG LAICPMS,blue,100,,49.6,24,,0.4,,50.2,3.5,14076.4514,2.8,,4.4,11.6,0.11,1,0.16,0.3,0.7,0.45,3.1,,6.9,1.9,6.2,,8,1.3
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M42(2) 2, Kao 1 pipe",266 nm Nd-YAG LAICPMS,yellowish,100,,71.8,20,,0.1,,22.3,2.7,11956.5039,2.5,,2.2,8,,0.8,0.19,0.3,,0.15,1,,3.2,0.9,2.4,,4.2,0.7
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M42(2) 3, Kao 1 pipe",266 nm Nd-YAG LAICPMS,blue,100,,68.5,19,,0.1,,25.1,2.7,12210.8976,3.1,0.4,2.3,8.9,,0.6,0.04,0.2,0.4,0.15,1.1,,2.5,0.9,3.1,,4,0.7
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M42(2) 4, Kao 1 pipe",266 nm Nd-YAG LAICPMS,yellow,100,,110.4,28,40,0.8,,75.3,11.2,12210.8976,9.8,0.3,13.5,38.1,,1.5,0.07,0.6,0.7,0.51,2.9,,9.6,2.8,9.3,,10.8,1.8
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M27-1, Lemphane",266 nm Nd-YAG LAICPMS,yellowish,100,,76.6,23,,,,67.9,7.3,11193.3228,6.2,,6.4,25.3,,1.4,0.8,,0.5,0.42,3.4,,7.5,2.3,8.5,,11.8,2
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M27-2, Lemphane",266 nm Nd-YAG LAICPMS,blue,100,,77.8,16,,0.7,,50.9,3.9,10599.7375,4.6,0.5,3.7,16.2,,1.1,0.27,,0.5,0.34,1.9,,5.7,1.6,6,,7.6,1.6
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M27-3, Lemphane",266 nm Nd-YAG LAICPMS,yellow,100,,46.1,11,,0.2,,51.9,2.3,8649.3858,2.5,1.7,3.6,10.8,0.35,1.5,0.15,0.7,0.6,0.56,3.1,,7.7,1.8,7,,8.6,1.3
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M101-1, De Beers Mine",266 nm Nd-YAG LAICPMS,blue,85,,93.6,27,,,,17.9,2.8,12380.4934,1.9,,1.5,7,,0.6,,,,,0.9,,2.2,0.6,2.2,,2.4,0.3
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M101-2, De Beers Mine",266 nm Nd-YAG LAICPMS,blue,85,,92.5,31,,,,17,2.4,11532.5144,1.6,,1.4,6.8,,0.8,0.05,,,0.27,0.7,,2.3,0.7,2.1,,2.2,0.5
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M101-3, De Beers Mine",266 nm Nd-YAG LAICPMS,blue,85,,96.3,26,,0.4,,19.2,2.5,12804.4829,1.9,0.2,1.5,7.3,0.06,0.7,,,,0.2,1.2,,2.4,0.7,2,,2.6,0.5
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M102-1, Bultfontein",266 nm Nd-YAG LAICPMS,yellow,102,,32.4,17,21,0.1,,74.6,2.7,8649.3858,2.2,1,8.7,20.8,0.02,1.5,0.07,0.8,1.2,0.64,3.8,,9.3,2.7,9.7,,12.7,2.4
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M102-2, Bultfontein",266 nm Nd-YAG LAICPMS,yellow,102,,20.9,15,,0.1,,56.5,1.7,7716.6089,1.7,0.7,6.4,15.4,0.09,1.1,0.09,0.6,0.8,0.58,2.7,,7.1,2.1,7.2,,9.5,1.7
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M102-3, Bultfontein",266 nm Nd-YAG LAICPMS,yellow,102,,28.7,17,,0.3,,73.8,2.3,8903.7795,2.3,1.5,8.6,22.1,0.12,1.7,0.21,0.9,1.3,0.81,3.6,,9.5,2.7,9.8,,12.6,2.3
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M103-1, Wesselton",266 nm Nd-YAG LAICPMS,yellow,128,,50.7,41,93,0.4,,59.6,,8225.3963,1.4,12.3,12.2,27.1,0.15,2.5,0.11,0.5,1.1,0.66,3.3,,7.8,2.2,7.4,,10.4,2.2
"Kimberlites, Kaapvaal, Southern Africa","Belousova et al., 1998",-2.81,0.2,"M103-2, Wesselton",266 nm Nd-YAG LAICPMS,yellow,128,,26.7,13,7,0.2,,56,1.9,7292.6194,1.2,1.2,11.2,25,0.06,1.9,0.06,0.5,0.9,0.59,3.1,,7,2,7.2,,10.2,2
"Kneeling Nun,New Mexico, USA"," Lu, Loucks, Fiorentini et al (2016) ",2.57,0.09,DS1402_b5,ArF LA-ICPMS,core,35.47,666,364,2.98,,,,2882,31.1,15960,,,1123,1502,0.0042,94.8,0.052,1.06,2.75,0.142,21.81,10.12,159,77.6,434.2,112.9,1163,230.5
"Kneeling Nun,New Mexico, USA"," Lu, Loucks, Fiorentini et al (2016) ",2.57,0.09,DS1402_b5,ArF LA-ICPMS,rim,35.47,720.8,268,5.7,,,,1378,7.09,12210,,,370.2,421.7,0.068,64.1,0.092,1.59,2.72,0.769,19.02,7.27,99.4,42.89,218.9,52.9,529.6,111.8
"Kneeling Nun,New Mexico, USA"," Lu, Loucks, Fiorentini et al (2016) ",2.57,0.09,DS1402_b9,ArF LA-ICPMS,core,35.34,752.6,449,8.05,,,,2740,4.77,9860,,,262.1,192.7,0.023,68.5,0.357,6.59,12.31,3.73,63.3,21.1,248,90.8,387,84.5,754,131.9
"Kneeling Nun,New Mexico, USA"," Lu, Loucks, Fiorentini et al (2016) ",2.57,0.09,DS1402_b9,ArF LA-ICPMS,rim,35.34,712.1,215,5.17,,,,1230,7.75,12590,,,425.9,473.5,0.039,61,0.072,1.1,2.64,0.613,16.63,6.51,88.3,38.1,196.3,48.48,500.5,103.5
